enable_time_secs=1723545716	enable_time_usecs=123420	siftrver=1.3.0	sysname=FreeBSD	sysver=1401000	ipmode=4
o,1723545716.123822,10.0.2.15,22,10.0.2.2,52230,1073725440,17746,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,172,65700,0,0,0,2163393575,63
o,1723545716.124658,10.0.2.15,22,10.0.2.2,52230,1073725440,17746,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,244,65700,0,172,0,2163393575,63
i,1723545716.124760,10.0.2.15,22,10.0.2.2,52230,1073725440,17746,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,244,65700,0,244,0,2163393575,63
i,1723545716.125254,10.0.2.15,22,10.0.2.2,52230,1073725440,17918,1026,65535,65700,0,0,4,1460,312,0,4,240000,33580,72,65700,0,72,0,2163393575,63
i,1723545716.125659,10.0.2.15,22,10.0.2.2,52230,1073725440,17990,1026,65535,65700,0,0,4,1460,312,0,4,240000,33580,0,65700,0,0,0,2163393575,63
i,1723545716.125676,10.0.2.15,22,10.0.2.2,52230,1073725440,17990,1026,65535,65700,0,0,4,1460,312,0,4,240000,33580,0,65700,96,0,0,2163393575,63
o,1723545716.125692,10.0.2.15,22,10.0.2.2,52230,1073725440,17990,1026,65535,65604,0,0,5,1460,312,0,5,240000,33580,0,65700,96,0,0,2163393575,63
o,1723545716.126252,10.0.2.15,22,10.0.2.2,52230,1073725440,17990,1026,65535,65604,0,0,8,1460,312,0,4,240000,33580,0,65700,0,0,0,2163393575,63
i,1723545716.126840,10.0.2.15,22,10.0.2.2,52230,1073725440,17990,1026,65535,65604,0,0,8,1460,312,0,67108884,240000,33580,0,65700,0,1,0,2163393575,63
i,1723545719.353731,10.0.2.15,22,10.0.2.2,52238,1073725440,14600,0,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,0,65700,0,0,0,1422458076,63
o,1723545719.364722,10.0.2.15,22,10.0.2.2,52238,1073725440,14600,1026,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,38,65700,42,0,0,1422458076,63
i,1723545719.365387,10.0.2.15,22,10.0.2.2,52238,1073725440,14600,1026,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,38,65700,0,38,0,1422458076,63
i,1723545719.365900,10.0.2.15,22,10.0.2.2,52238,1073725440,14638,1026,65535,65700,0,0,4,1460,312,0,0,240000,33580,0,65700,0,0,0,1422458076,63
i,1723545719.365918,10.0.2.15,22,10.0.2.2,52238,1073725440,14638,1026,65535,65700,0,0,4,1460,312,0,0,240000,33580,0,65700,1460,0,0,1422458076,63
o,1723545719.365937,10.0.2.15,22,10.0.2.2,52238,1073725440,14638,1026,65535,65700,0,0,4,1460,312,0,1,240000,33580,0,65700,1536,0,0,1422458076,63
o,1723545719.366794,10.0.2.15,22,10.0.2.2,52238,1073725440,14638,1026,65535,65700,0,0,4,1460,312,0,16777216,240000,33580,1120,65700,1536,0,0,1422458076,63
i,1723545719.367804,10.0.2.15,22,10.0.2.2,52238,1073725440,14638,1026,65535,65700,0,0,4,1460,312,0,16777216,240000,33580,1120,65700,0,1120,0,1422458076,63
i,1723545719.368612,10.0.2.15,22,10.0.2.2,52238,1073725440,15758,1026,65535,65700,0,0,4,1460,312,0,0,240000,33580,0,65700,0,0,0,1422458076,63
o,1723545719.372146,10.0.2.15,22,10.0.2.2,52238,1073725440,15758,1026,65535,65700,0,0,4,1460,312,0,16777216,240000,33580,492,65700,0,0,0,1422458076,63
i,1723545719.373175,10.0.2.15,22,10.0.2.2,52238,1073725440,15758,1026,65535,65700,0,0,4,1460,312,0,16777216,240000,33580,492,65700,0,492,0,1422458076,63
i,1723545719.377070,10.0.2.15,22,10.0.2.2,52238,1073725440,16250,1026,65535,65700,0,0,4,1460,312,0,0,240000,33580,0,65700,0,0,0,1422458076,63
i,1723545719.377089,10.0.2.15,22,10.0.2.2,52238,1073725440,16250,1026,65535,65700,0,0,4,1460,312,0,0,240000,33580,0,65700,16,0,0,1422458076,63
o,1723545719.377107,10.0.2.15,22,10.0.2.2,52238,1073725440,16250,1026,65535,65700,0,0,4,1460,312,0,1,240000,33580,0,65700,60,0,0,1422458076,63
o,1723545719.377560,10.0.2.15,22,10.0.2.2,52238,1073725440,16250,1026,65535,65700,0,0,4,1460,312,0,16777216,240000,33580,44,65700,0,0,0,1422458076,63
i,1723545719.378072,10.0.2.15,22,10.0.2.2,52238,1073725440,16250,1026,65535,65700,0,0,4,1460,312,0,16777216,240000,33580,44,65700,0,44,0,1422458076,63
i,1723545719.378090,10.0.2.15,22,10.0.2.2,52238,1073725440,16294,1026,65535,65700,0,0,4,1460,312,0,0,240000,33580,0,65700,0,0,0,1422458076,63
o,1723545719.379098,10.0.2.15,22,10.0.2.2,52238,1073725440,16294,1026,65535,65700,0,0,4,1460,312,0,16777216,240000,33580,68,65700,0,0,0,1422458076,63
i,1723545719.379593,10.0.2.15,22,10.0.2.2,52238,1073725440,16294,1026,65535,65700,0,0,4,1460,312,0,16777216,240000,33580,68,65700,0,68,0,1422458076,63
