enable_time_secs=1723545542	enable_time_usecs=389777	siftrver=1.3.0	sysname=FreeBSD	sysver=1401000	ipmode=4
o,1723545542.390155,10.0.2.15,22,10.0.2.2,52292,1073725440,17746,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,172,65700,0,0,0,2862440660,63
o,1723545542.390691,10.0.2.15,22,10.0.2.2,52292,1073725440,17746,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,244,65700,0,172,0,2862440660,63
i,1723545542.392078,10.0.2.15,22,10.0.2.2,52292,1073725440,17746,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,244,65700,0,244,0,2862440660,63
i,1723545542.392096,10.0.2.15,22,10.0.2.2,52292,1073725440,17918,1026,65535,65700,0,0,4,1460,312,0,4,240000,33580,72,65700,0,72,0,2862440660,63
i,1723545542.392159,10.0.2.15,22,10.0.2.2,52292,1073725440,17990,1026,65535,65700,0,0,4,1460,312,0,4,240000,33580,0,65700,0,0,0,2862440660,63
i,1723545542.392250,10.0.2.15,22,10.0.2.2,52292,1073725440,17990,1026,65535,65700,0,0,4,1460,312,0,4,240000,33580,0,65700,96,0,0,2862440660,63
o,1723545542.392281,10.0.2.15,22,10.0.2.2,52292,1073725440,17990,1026,65535,65604,0,0,5,1460,312,0,5,240000,33580,0,65700,96,0,0,2862440660,63
o,1723545542.393409,10.0.2.15,22,10.0.2.2,52292,1073725440,17990,1026,65535,65604,0,0,8,1460,312,0,4,240000,33580,0,65700,0,0,0,2862440660,63
i,1723545542.394321,10.0.2.15,22,10.0.2.2,52292,1073725440,17990,1026,65535,65604,0,0,8,1460,312,0,67108884,240000,33580,0,65700,0,1,0,2862440660,63
i,1723545544.716477,10.0.2.15,22,10.0.2.2,52300,1073725440,14600,0,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,0,65700,0,0,0,2124896303,63
o,1723545544.727153,10.0.2.15,22,10.0.2.2,52300,1073725440,14600,1026,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,38,65700,42,0,0,2124896303,63
i,1723545544.727944,10.0.2.15,22,10.0.2.2,52300,1073725440,14600,1026,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,38,65700,0,38,0,2124896303,63
