enable_time_secs=1723549148	enable_time_usecs=770497	siftrver=1.3.0	sysname=FreeBSD	sysver=1401000	ipmode=4
o,1723549148.770840,10.0.2.15,22,10.0.2.2,52276,1073725440,17746,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,172,65700,0,0,0,3473520008,63
i,1723549148.771787,10.0.2.15,22,10.0.2.2,52276,1073725440,17746,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,172,65700,0,172,0,3473520008,63
o,1723549148.772020,10.0.2.15,22,10.0.2.2,52276,1073725440,17918,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,72,65700,0,0,0,3473520008,63
i,1723549148.772649,10.0.2.15,22,10.0.2.2,52276,1073725440,17918,1026,65535,65700,0,0,4,1460,312,0,16777220,240000,33580,72,65700,0,72,0,3473520008,63
i,1723549148.772668,10.0.2.15,22,10.0.2.2,52276,1073725440,17990,1026,65535,65700,0,0,4,1460,312,0,4,240000,33580,0,65700,0,0,0,3473520008,63
i,1723549148.772687,10.0.2.15,22,10.0.2.2,52276,1073725440,17990,1026,65535,65700,0,0,4,1460,312,0,4,240000,33580,0,65700,96,0,0,3473520008,63
o,1723549148.772707,10.0.2.15,22,10.0.2.2,52276,1073725440,17990,1026,65535,65604,0,0,5,1460,312,0,5,240000,33580,0,65700,96,0,0,3473520008,63
o,1723549148.773301,10.0.2.15,22,10.0.2.2,52276,1073725440,17990,1026,65535,65604,0,0,8,1460,312,0,4,240000,33580,0,65700,0,0,0,3473520008,63
i,1723549148.773827,10.0.2.15,22,10.0.2.2,52276,1073725440,17990,1026,65535,65604,0,0,8,1460,312,0,67108884,240000,33580,0,65700,0,1,0,3473520008,63
i,1723549151.927001,10.0.2.15,22,10.0.2.2,52290,1073725440,14600,0,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,0,65700,0,0,0,1375859406,63
o,1723549151.942784,10.0.2.15,22,10.0.2.2,52290,1073725440,14600,1026,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,38,65700,42,0,0,1375859406,63
i,1723549151.943648,10.0.2.15,22,10.0.2.2,52290,1073725440,14600,1026,65535,65700,0,0,4,1460,312,0,16777216,270000,33580,38,65700,0,38,0,1375859406,63
